"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Beck, C.W., V.M. Bryant, and D.L. Jenkins. 2018. Analysis of Younger Dryas-Early Holocene pollen in sediments of Paisley Cave 2, south-central Oregon. Palynology 42(2):168-179.;
Beck, C.W., V.M. Bryant, and D.L. Jenkins. 2020. Comparison of Neotoma (packrat) feces to associated sediments from Paisley Caves, Oregon, USA. Palynology in press.",NA,NA,"",77
NA,"Bell, T., J.B. Macpherson, and M.A.P. Renouf. 2005. Late prehistoric human impact on Bass Pond, Port au Choix. Newfoundland and Labrador Studies 20(1):107-129.;
Renouf, M.A.P., T. Bell, and J. Macpherson. 2009. Hunger-gatherer impact on subarctic vegetation: Amerindian and Palaeoeskimo occupations of Port au Choix, northwestern Newfoundland. Arctic Anthropology 46(1-2):176-190.",NA,NA,"",78
NA,"Bender, M.M., D.A. Baerreis, and R.A. Bryson. 1980. University of Wisconsin radiocarbon dates XVII. Radiocarbon 22(1):115-129. [DOI: 10.2458/azu_js_rc.22.599];
Bender, M.M., D.A. Baerreis, R.A. Bryson, and R.L. Steventon. 1981. University of Wisconsin Radiocarbon dates XVIII. Radiocarbon 23(1):145-161. [DOI: 10.1017/S0033822200037504];
Overpeck, J.T. 1985. A pollen study of a late Quaternary peat bog, south-central Adirondack Mountains, New York. York. Geological Society of America Bulletin 96:145-154.","10.2458/azu_js_rc.22.599];;
10.1017/S0033822200037504];",NA,"10.2458/azu_js_rc.22.599;
10.1017/S0033822200037504",79
NA,"Bender, M.M., D.A. Baerreis, R.A. Bryson, and R.L. Steventon. 1981. University of Wisconsin Radiocarbon dates XVIII. Radiocarbon 23(1):145-161. [DOI: 10.1017/S0033822200037504];
Heide, K.M. 1981. Late Quaternary vegetational history of north-central Wisconsin, U.S.A.: estimating forest composition from pollen data. Dissertation, Brown University, Providence, Rhode Island, USA.;
Heide, K.M. 1984. Holocene pollen stratigraphy from a lake and small hollow in north-central Wisconsin, USA. Palynology 8:3-19.","10.1017/S0033822200037504];",NA,"10.1017/S0033822200037504",80
NA,"Bender, M.M., D.A. Baerreis, R.A. Bryson, and R.L. Steventon. 1981. University of Wisconsin Radiocarbon dates XVIII. Radiocarbon 23(1):145-161. [DOI: 10.1017/S0033822200037504];
Nelson, S. 1984. Upland and wetland vegetational changes southeastern Massachusetts: a 12,000 year record. Northeastern Geology 6:181-191.","10.1017/S0033822200037504];",NA,"10.1017/S0033822200037504",81
NA,"Bender, M.M., D.A. Baerreis, R.A. Bryson, and R.L. Steventon. 1982. University of Wisconsin radiocarbon dates XIX. Radiocarbon 24(1):83-100. [DOI: 10.1017/S0033822200004926];
Heide, K.M. 1981. Late Quaternary vegetational history of north-central Wisconsin, U.S.A.: estimating forest composition from pollen data. Dissertation, Brown University, Providence, Rhode Island, USA.;
Heide, K.M. 1984. Holocene pollen stratigraphy from a lake and small hollow in north-central Wisconsin, USA. Palynology 8:3-19.","10.1017/S0033822200004926];",NA,"10.1017/S0033822200004926",82
NA,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1976. University of Wisconsin radiocarbon dates XIII. Radiocarbon 18(1):125-139.;
Bachhuber, F.W. 1966. Pollen analysis from Hansen Marsh an upland site southcentral Wisconsin. Master's thesis. University of Wisconsin, Madison, Wisconsin, USA.",NA,NA,"",83
NA,"Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1978. University of Wisconsin radiocarbon dates XV. Radiocarbon 20:157-167.;
Goodwin, R.G. 1976. Vegetation response to the Two Rivers Till Advance based on a pollen diagram from Kellners Lake, Manitowoc County, Wisconsin. Thesis. Geology and Geophysics, University of Wisconsin, Madison, Wisconsin, USA.",NA,NA,"",84
NA,"Bennett, J.R., B.F. Cumming, P.R. Leavitt, M. Chiu, J.P. Smol, and J. Szeicz. 2001. Diatom, pollen, and chemical evidence of postglacial climatic change at Big Lake, south-central British Columbia, Canada. Quaternary Research 55:332-343.",NA,NA,"",85
NA,"Bennett, K.D. 1987. Holocene history of forest trees in southern Ontario. Canadian Journal of Botany 65:1792-1801.",NA,NA,"",86
NA,"Bennett, K.D. 1987. Holocene history of forest trees in southern Ontario. Canadian Journal of Botany 65:1792-1801.;
McAndrews, J.H., and I.D. Campbell. 1993. 6 ka mean July temperature in eastern Canada from Bartlein and Webb's (1985) pollen transfer functions: comments and illustrations. Pages 22-25 in A. Telka, editor. Proxy climate data and models of the six thousand years before present time interval: the Canadian perspective. Canadian Global Change Program Incidental Report Series IR93-3. The Royal Society of Canada, Ottawa, Ontario, Canada.",NA,NA,"",87
NA,"Bennett, K.D. 1992. Holocene history of forest trees on the Bruce Peninsula, southern Ontario. Canadian Journal of Botany 70(1):6-18. [DOI: 10.1139/b92-002]","10.1139/b92-002",NA,"10.1139/b92-002",88
NA,"Bent, A.M., and H.E. Wright, Jr. 1963. Pollen analyses of surface materials and lake sediments from the Chuska Mountains, New Mexico. Geological Society of American Bulletin 74(4):491-500. [DOI: 10.1130/0016-7606(1963)74[491:PAOSMA]2.0.CO;2]","10.1130/0016-7606(1963)74[491:PAOSMA]2.0.CO;2",NA,"10.1130/0016-7606(1963)74[491:PAOSMA]2.0.CO;2",89
NA,"Bernhardt, C.E., and D.A. Willard. 2006. Marl prairie vegetation response to 20th century hydrologic change. U.S. Geological Survey Open-File Report 2006-135, U.S.G.S., Reston, Virginia, USA.",NA,NA,"",90
NA,"Bernhardt, C.E., and D.A. Willard. 2009. Response of the Everglades ridge and slough landscape to climate variability and 20th-century water management. Ecological Applications 19(7):1723-1738.",NA,NA,"",91
NA,"Bick, H. 1978. A postglacial pollen diagram from Angmagssalik, East Greenland. Meddelelser om Grønland 204(1):1-22.",NA,NA,"",92
NA,"Bigelow, N.H. 1997. Late-Quaternary vegetation and climate in Central Alaska. Doctoral dissertation. University of Alaska, Fairbanks, Alaska, USA.;
Lynch, J.A., J.S. Clark, N.H. Bigelow, M.E. Edwards, and B.P. Finney. 2003. Geographic and temporal variations in fire history in boreal ecosystems of Alaska. Journal of Geophysical Research: Atmospheres 108(D1):8152. [DOI: 10.1029/2001JD000332]","10.1029/2001JD000332",NA,"10.1029/2001JD000332",93
NA,"Birks, H.H., M.C. Whiteside, D.M. Stark, and R.C. Bright. 1975. Recent paleolimnology of three lakes in northwestern Minnesota. Quaternary Research 6(2):249-272. [DOI: 10.1016/0033-5894(76)90053-3]","10.1016/0033-5894(76)90053-3",NA,"10.1016/0033-5894(76)90053-3",94
NA,"Blake, W., Jr. 1986. Geological Survey of Canada radiocarbon dates XXV. Geological Survey of Canada Paper 85-7:2-3.;
Dyer, A.K. 1986. A palynological investigation of the Late Quaternary vegetational history of the Baie Verte Peninsula, Northcentral Newfoundland. Thesis. Memorial University of Newfoundland, St. Johns, Newfoundland, CANADA.",NA,NA,"",95
NA,"Blake, W., Jr. 1987. Geological Survey of Canada radiocarbon dates XXVI. Paper 86-7, Geological Survey of Canada, Ottawa, Ontario, Canada.;
Blake, W., Jr. 1983. Geological Survey of Canada radiocarbon dates XXIII. Geological Survey of Canada Paper 83-7:5..",NA,NA,"",96
NA,"Blissett, S.D. 2010. A late Holocene history of vegetation, fire, and climate from a desert wetland in southwest North America. Master's thesis. University of Utah, Salt Lake City, Utah, USA.",NA,NA,"",97
NA,"Booth, R.K., and S.T. Jackson. 2003. A high-resolution record of late-Holocene  moisture variability from a Michigan raised bog, USA. The Holocene 13(6):865-878. [DOI: 10.1191/0959683603hl669rp];
Booth, R.K., S.T. Jackson, V.A. Sousa, M.E. Sullivan, T.A. Minckley, and M.J. Clifford. 2012. Multi-decadal drought and amplified moisture variability drove rapid forest community change in a humid region. Ecology 93(2):219-226. [DOI: 10.1890/11-1068.1];
Minckley, T.A., R.K. Booth, and S.T. Jackson. 2012. Response of arboreal pollen abundance to Late Holocene drought events in the Upper Midwest, USA. The Holocene 22(5):531-539. [DOI: 10.1177/0959683611427334]","10.1191/0959683603hl669rp];;
10.1890/11-1068.1];;
10.1177/0959683611427334",NA,"10.1191/0959683603hl669rp;
10.1890/11-1068.1;
10.1177/0959683611427334",98
NA,"Booth, R.K., S. Brewer, M. Blaauw, T.A. Minckley, and S.T. Jackson. 2012. Decomposing the mid-Holocene Tsuga decline in eastern North America. Ecology 93(8):1841-1852.",NA,NA,"",99
NA,"Booth, R.K., S.T. Jackson, and C.E.D. Gray. 2004. Paleoecology and high-resolution paleohydrology of a kettle peatland in upper Michigan. Quaternary Research 61(1):1-13. [DOI: 10.1016/j.yqres.2003.07.013];
Booth, R.K., S.T. Jackson, S.L. Forman, J.E. Kutzbach, E.A. Bettis III, J. Kreig, and D.K. Wright. 2005. A severe centennial-scale drought in midcontinental North America 4200 years ago and apparent global linkages. The Holocene 15(3):321-328. [DOI: 10.1191/0959683605hl825ft] Notes: Author name Kreig is misspelled. Should be Krieg.;
Booth, R.K., S.T. Jackson, V.A. Sousa, M.E. Sullivan, T.A. Minckley, and M.J. Clifford. 2012. Multi-decadal drought and amplified moisture variability drove rapid forest community change in a humid region. Ecology 93(2):219-226. [DOI: 10.1890/11-1068.1]","10.1016/j.yqres.2003.07.013];;
10.1890/11-1068.1",NA,"10.1016/j.yqres.2003.07.013;
10.1890/11-1068.1",100
NA,"Bostwick, L.G. 1978. An environmental framework for cultural change in Maine: pollen influx and percentage diagrams from Monhegan Island. Thesis. University of Maine, Orono, Maine, USA.",NA,NA,"",101
NA,"Bradbury, J.P., and J.C.B. Waddington. 1973. The impact of European settlement on Shagawa Lake, northeastern Minnesota, U.S.A. Pages 289-307 in H.J.B. Birks and R.G. West, editors. Quaternary Plant Ecology. Blackwell Scientific, Oxford, England.;
Bradbury, J.P., and R.O. Megard. 1972. Stratigraphic record of pollution in Shagawa Lake, Northeastern Minnesota. Geological Society of America Bulletin 83:2639-2648.",NA,NA,"",102
NA,"Bradley, W.H. 1966. Tropical lakes, copropel, and oil shale. Geological Society of America Bulletin 77(12):1333-1337. [DOI: 10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2];
Watts, W.A. 1969. A pollen diagram from Mud Lake, Marion County, north-central Florida. Geological Society of America Bulletin 80(4):631-642. [DOI: 10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2];
Watts, W.A. 1971. Postglacial and interglacial vegetation history of southern Georgia and central Florida. Ecology 52(4):676-690. [DOI: 10.2307/1934159]","10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2];;
10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2];;
10.2307/1934159",NA,"10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2;
10.1130/0016-7606(1969)80[631:APDFML]2.0.CO;2;
10.2307/1934159",103
NA,"Brant, L.A. 1980. A palynological investigation of postglacial sediments at two locations along the Continental Divide near Helena, Montana. Dissertation. Pennsylvania State University, State college, Pennsylvania, USA.",NA,NA,"",104
NA,"Bright, R.C. 1966. Pollen and seed stratigraphy of Swan Lake, southeastern Idaho: its relation to regional vegetational history and to Lake Bonneville history. Tebiwa, The Journal of the Idaho State University Museum 9:1-47.",NA,NA,"",105
NA,"Bright, R.C., and O.K. Davis. 1982. Quaternary paleoecology of the Idaho National Engineering Laboratory, Snake River Plain, Idaho. American Midland Naturalist 108(1):21-33. [DOI: 10.2307/2425288]","10.2307/2425288",NA,"10.2307/2425288",106
NA,"Bright, R.C., and O.K. Davis. 1982. Quaternary paleoecology of the Idaho National Engineering Laboratory, Snake River Plain, Idaho. American Midland Naturalist 108(1):21-33. [DOI: 10.2307/2425288];
Davis, O.K., J.C. Sheppard, and S. Robertson. 1986. Contrasting climatic histories for the Snake River Plain, Idaho, resulting from multiple thermal maxima. Quaternary Research 26:321-339.","10.2307/2425288];",NA,"10.2307/2425288",107
NA,"Briles, C.E., C. Whitlock, and P.J. Bartlein. 2005. Postglacial vegetation, fire, and climate history of the Siskiyou Mountains, Oregon, USA. Quaternary Research 64:44-56.;
Briles, C.E., C. Whitlock, P.J. Bartlein, and P. Higuera. 2008. Regional and local controls on postglacial vegetation and fire in the Siskiyou Mountains, northern California, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 265:159-169.;
Briles, C.E. 2003. Postglacial vegetation and fire history near Bolan Lake in the northern Siskiyou Mountains of Oregon. Master's thesis. University of Oregon, Eugene, Oregon, USA.",NA,NA,"",108
NA,"Brookes, I.A., D.B. Scott, and J.H. McAndrews. 1985. Postglacial relative sea-level change, Port au Port area, west Newfoundland. Canadian Journal of Earth Sciences 22:1039-1047.",NA,NA,"",109
NA,"Brooks, G.R., and A. Grenier. 2001. Late Holocene pollen stratigraphy of Lake Louise, Manitoba. Current Research 2001-B1, Geological Survey of Canada, Ottawa, Ontario, Canada.",NA,NA,"",110
NA,"Brown, J.G. 1981. Palynologic and petrographic analyses of bayhead hammock and marsh peats at Little Salt Spring archeological site (8So18), Florida. Master's thesis. University of South Carolina, Columbia, South Carolina, USA.",NA,NA,"",111
NA,"Brown, K.J., and R.J. Hebda. 2002. Origin, development, and dynamics of coastal temperate conifer rainforests of southern Vancouver Island, Canada. Canadian Journal of Forest Research 32:353-372.;
Brown, K.J., and R.J. Hebda. 2003. Coastal rainforest connections disclosed through a Late Quaternary vegetation, climate, and fire history investigation from the Mountain Hemlock Zone on southern Vancouver Island, British Columbia, Canada. Review of Palaeobotany and Palynology 123: 247-269.",NA,NA,"",112
NA,"Brown, K.J., J.S. Clark, E.C. Grimm, J.J. Donovan, P.G. Mueller, B.C.S. Hansen, and I. Stefanova. 2005. Fire cycles in North American interior grasslands and their relation to prairie drought. Proceedings of the National Academy of Sciences of the United States of America 102(25):8865-8870. [DOI: 10.1073/pnas.0503621102];
Clark, J.S., E.C. Grimm, J.J. Donovan, S.C. Fritz, D.R. Engstrom, and J.E. Almendinger. 2002. Drought cycles and landscape responses to past aridity on praries of the northern Great Plains, USA. Ecology 83(3):595-601. [DOI: 10.1890/0012-9658(2002)083[0595:DCALRT]2.0.CO;2];
Grimm, E.C., J.J. Donovan, and K.J. Brown. 2011. A high-resolution record of climate variability and landscape response from Kettle Lake, northern Great Plains, North America. Quaternary Science Reviews 30(19-20):2626-2650. [DOI: 10.1016/j.quascirev.2011.05.015]","10.1073/pnas.0503621102];;
10.1890/0012-9658(2002)083[0595:DCALRT]2.0.CO;2];;
10.1016/j.quascirev.2011.05.015",NA,"10.1073/pnas.0503621102;
10.1890/0012-9658(2002)083[0595:DCALRT]2.0.CO;2;
10.1016/j.quascirev.2011.05.015",113
NA,"Brown, K.J., N.J.R. Hebda, G. Schoups, N. Conder, K.A.P. Smith, and J.A. Trofymow. 2019. Long-term climate, vegetation and fire regime change in a managed municipal water supply area, British Columbia, Canada. The Holocene 29(9):1411-1424.",NA,NA,"",114
NA,"Brubaker, L.B. 1973. Ancient and modern forest patterns associated with glacial till and outwash in northcentral Upper Michigan. Doctoral dissertation. University of Michigan, Ann Arbor, Michigan, USA.;
Brubaker, L.B. 1975. Postglacial forest patterns associated with till and outwash in northcentral Upper Michigan. Quaternary Research 5(4):499-527. [DOI: 10.1016/0033-5894(75)90013-7]","10.1016/0033-5894(75)90013-7",NA,"10.1016/0033-5894(75)90013-7",115
NA,"Brubaker, L.B. 1975. Postglacial forest patterns associated with till and outwash in northcentral Upper Michigan. Quaternary Research 5(4):499-527. [DOI: 10.1016/0033-5894(75)90013-7]","10.1016/0033-5894(75)90013-7",NA,"10.1016/0033-5894(75)90013-7",116
NA,"Brubaker, L.B., H.L. Garfinkel, and M.E. Edwards. 1983. A late Wisconsin and Holocene vegetation history from the central Brooks Range: implications for Alaskan palaeoecology. Quaternary Research 20:194-214.",NA,NA,"",117
NA,"Brubaker, L.B., P.M. Anderson, and F.S. Hu. 2001. Vegetation ecotone dynamics in southwest Alaska during the late Quaternary. Quaternary Science Reviews 20:175-188.",NA,NA,"",118
NA,"Brugam, R.B. 1978. Pollen indicators of land-use change in southern Connecticut. Quaternary Research 9:349-362.",NA,NA,"",119
