updated_publication,publication,updated_DOI,DOI,ID_PUB
"Anderson, R.S., O.K. Davis, and P.L. Fall. 1985. Late glacial and Holocene vegetation and climate in the Sierra Nevada of California, with particular reference to the Balsam Meadow site. Pages 127-140 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary vegetation and climates of the American Southwest. AASP Contributions Series 16. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.;
Anderson, R.S., O.K. Davis, R.S. Thompson, P.L. Fall, and M.K. O'Rourke. 1984. Pollen and macrofossil analysis from Balsam Meadow, Southern Sierra Nevada Mountains, California. Pages 3 in American Quaternary Association, Eighth Biennial Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder.;
Anderson, R.S. 1987. Late-Quaternary environments of the Sierra Nevada, California. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.;
Davis, O.K., R.S. Anderson, P.L. Fall, M.K. O'Rourke, and R.S. Thompson. 1985. Palynological evidence for early Holocene aridity in the southern Sierra Nevada, California. Quaternary Research 24(3):322-332. [DOI: 10.1016/0033-5894(85)90054-7]","Anderson, R.S., O.K. Davis, and P.L. Fall. 1985. Late glacial and Holocene vegetation and climate in the Sierra Nevada of California, with particular reference to the Balsam Meadow site. Pages 127-140 in B.F. Jacobs, P.L. Fall, and O.K. Davis, editors. Late Quaternary vegetation and climates of the American Southwest. AASP Contributions Series 16. American Association of Stratigraphic Palynologists Foundation, Dallas, Texas, USA.;
Anderson, R.S., O.K. Davis, R.S. Thompson, P.L. Fall, and M.K. O'Rourke. 1984. Pollen and macrofossil analysis from Balsam Meadow, Southern Sierra Nevada Mountains, California. Pages 3 in American Quaternary Association, Eighth Biennial Meeting, Program and Abstracts, 13-15 August 1984, University of Colorado, Boulder.;
Anderson, R.S. 1987. Late-Quaternary environments of the Sierra Nevada, California. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.;
Davis, O.K., R.S. Anderson, P.L. Fall, M.K. O'Rourke, and R.S. Thompson. 1985. Palynological evidence for early Holocene aridity in the southern Sierra Nevada, California. Quaternary Research 24(3):322-332. [DOI: 10.1016/0033-5894(85)90054-7]",10.1016/0033-5894(85)90054-7,10.1016/0033-5894(85)90054-7,45
"Anderson, R.S., R.B. Davis, N.G. Miller, and R. Stuckenrath. 1986. History of late- and post-glacial vegetation and disturbance around Upper South Branch Pond, northern Maine. Canadian Journal of Botany 64(9):1977-1986. [DOI: 10.1139/b86-262];
Anderson, R.S. 1979. A Holocene record of vegetation and fire at Upper South Branch Pond in northern Maine. Master's thesis. University of Maine, Orono, Maine, USA.","Anderson, R.S., R.B. Davis, N.G. Miller, and R. Stuckenrath. 1986. History of late- and post-glacial vegetation and disturbance around Upper South Branch Pond, northern Maine. Canadian Journal of Botany 64(9):1977-1986. [DOI: 10.1139/b86-262];
Anderson, R.S. 1979. A Holocene record of vegetation and fire at Upper South Branch Pond in northern Maine. Master's thesis. University of Maine, Orono, Maine, USA.",10.1139/b86-262,10.1139/b86-262,46
"Anderson, R.S., R.B. Jass, J.L. Toney, C.D. Allen, L.M. Cisneros-Dozal, M. Hess, J. Heikoop, and J. Fessenden. 2008. Development of the mixed conifer forest in northern New Mexico and its relationship to Holocene environmental change. Quaternary Research 69(2):263-275. [DOI: 10.1016/j.yqres.2007.12.002]","Anderson, R.S., R.B. Jass, J.L. Toney, C.D. Allen, L.M. Cisneros-Dozal, M. Hess, J. Heikoop, and J. Fessenden. 2008. Development of the mixed conifer forest in northern New Mexico and its relationship to Holocene environmental change. Quaternary Research 69(2):263-275. [DOI: 10.1016/j.yqres.2007.12.002]",10.1016/j.yqres.2007.12.002,10.1016/j.yqres.2007.12.002,47
"Anderson, R.S., S.J. Smith, A.M. Lynch, and B.W. Geils. 2010. The pollen record of a 20th century spruce beetle (Dendroctonus rufipennis) outbreak in a Colorado subalpine forest, USA. Forest Ecology and Management 260(4):448-455. [DOI: 10.1016/j.foreco.2010.05.001]","Anderson, R.S., S.J. Smith, A.M. Lynch, and B.W. Geils. 2010. The pollen record of a 20th century spruce beetle (Dendroctonus rufipennis) outbreak in a Colorado subalpine forest, USA. Forest Ecology and Management 260(4):448-455. [DOI: 10.1016/j.foreco.2010.05.001]",10.1016/j.foreco.2010.05.001,10.1016/j.foreco.2010.05.001,48
"Anderson, R.S., S.J. Smith, R.B. Jass, and W.G. Spaulding. 2008. A late Holocene record of vegetation and climate from a small wetland in Shasta County, California. Madrono 55(1):15-25.","Anderson, R.S., S.J. Smith, R.B. Jass, and W.G. Spaulding. 2008. A late Holocene record of vegetation and climate from a small wetland in Shasta County, California. Madrono 55(1):15-25.",,,49
"Anderson, T.W. 1980. Holocene vegetation and climatic history of Prince Edward Island, Canada. Canadian Journal of Earth Sciences 17(9):1152-1165. http://www.nrcresearchpress.com/doi/abs/10.1139/e80-122#.VuJ9EpwrKUk. [DOI: 0.1139/e80-122];
Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.","Anderson, T.W. 1980. Holocene vegetation and climatic history of Prince Edward Island, Canada. Canadian Journal of Earth Sciences 17(9):1152-1165. http://www.nrcresearchpress.com/doi/abs/10.1139/e80-122#.VuJ9EpwrKUk. [DOI: 0.1139/e80-122];
Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",10.1139/e80-122,0.1139/e80-122,50
"Anderson, T.W., and C.F.M. Lewis. 1992. Climatic inferences of deglacial drainage changes in southern Canada at 10 to 8 ka suggested by pollen evidence. Geographie Physique et Quaternaire 46:255-272.","Anderson, T.W., and C.F.M. Lewis. 1992. Climatic inferences of deglacial drainage changes in southern Canada at 10 to 8 ka suggested by pollen evidence. Geographie Physique et Quaternaire 46:255-272.",,,51
"Anderson, T.W., and J. Terasmae. 1966. Palynological study of bottom sediments in Georgian Bay, Lake Huron. Pages 164-168 in Proceedings 9th Conference on Great Lakes Research. University of Michigan, Great Lakes Research Division Publication 15. Ann Arbor, Michigan, USA.","Anderson, T.W., and J. Terasmae. 1966. Palynological study of bottom sediments in Georgian Bay, Lake Huron. Pages 164-168 in Proceedings 9th Conference on Great Lakes Research. University of Michigan, Great Lakes Research Division Publication 15. Ann Arbor, Michigan, USA.",,,52
"Anderson, T.W., and J.B. Macpherson. 1994. Wisconsinan late-glacial environmental change in Newfoundland: a regional review. Journal of Quaternary Science 9:171-178.;
Blake, W., Jr. 1983. Geological Survey of Canada radiocarbon dates XXIII. Geological Survey of Canada Paper 83-7:5..;
Macpherson, J.B., and T.W. Anderson. 1985. Further evidence of late glacial climate fluctuations from Newfoundland: pollen stratigraphy from a core from a north coast site. Current Research, Part B, Geological Survey of Canada Paper 85-1B:383-390.;
McNeely, R., and S. McCuaig. 1991. Geological Survey of Canada radiocarbon dates XXIX. Geological Survey of Canada Paper 89-7:11-12.","Anderson, T.W., and J.B. Macpherson. 1994. Wisconsinan late-glacial environmental change in Newfoundland: a regional review. Journal of Quaternary Science 9:171-178.;
Blake, W., Jr. 1983. Geological Survey of Canada radiocarbon dates XXIII. Geological Survey of Canada Paper 83-7:5..;
Macpherson, J.B., and T.W. Anderson. 1985. Further evidence of late glacial climate fluctuations from Newfoundland: pollen stratigraphy from a core from a north coast site. Current Research, Part B, Geological Survey of Canada Paper 85-1B:383-390.;
McNeely, R., and S. McCuaig. 1991. Geological Survey of Canada radiocarbon dates XXIX. Geological Survey of Canada Paper 89-7:11-12.",,,53
"Andrews, J.T., and H. Nichols. 1981. Modern pollen deposition and Holocene palaeotemperature reconstructions, central northern Canada. Arctic and Alpine Research 13(4):387-408. [DOI: 10.1080/00040851.1981.12004259]","Andrews, J.T., and H. Nichols. 1981. Modern pollen deposition and Holocene palaeotemperature reconstructions, central northern Canada. Arctic and Alpine Research 13(4):387-408. [DOI: 10.1080/00040851.1981.12004259]",10.1080/00040851.1981.12004259,10.1080/00040851.1981.12004259,54
"Andrews, J.T., and H. Nichols. 1981. Modern pollen deposition and Holocene palaeotemperature reconstructions, central northern Canada. Arctic and Alpine Research 13(4):387-408. [DOI: 10.1080/00040851.1981.12004259];
Nichols, H., and S. Stolze. 2017. Data Descriptor: Modern pollen data from the Canadian Arctic, 1972–1973. Scientific Data 4:170065. [DOI: 10.1038/sdata.2017.65]","Andrews, J.T., and H. Nichols. 1981. Modern pollen deposition and Holocene palaeotemperature reconstructions, central northern Canada. Arctic and Alpine Research 13(4):387-408. [DOI: 10.1080/00040851.1981.12004259];
Nichols, H., and S. Stolze. 2017. Data Descriptor: Modern pollen data from the Canadian Arctic, 1972–1973. Scientific Data 4:170065. [DOI: 10.1038/sdata.2017.65]","10.1080/00040851.1981.12004259;
10.1038/sdata.2017.65","10.1080/00040851.1981.12004259;
10.1038/sdata.2017.65",55
"Aragón-Moreno, A.A., G.A. Islebe, and N. Torrescano-Valle. 2012. A ~3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula. Review of Palaeobotany and Palynology 178:35-42. [DOI: 10.1016/j.revpalbo.2012.04.002]","Aragón-Moreno, A.A., G.A. Islebe, and N. Torrescano-Valle. 2012. A ~3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula. Review of Palaeobotany and Palynology 178:35-42. [DOI: 10.1016/j.revpalbo.2012.04.002]",10.1016/j.revpalbo.2012.04.002,10.1016/j.revpalbo.2012.04.002,56
"Arsenault, T.A., J.J. Clague, and R.W. Mathewes. 2007. Late Holocene vegetation and climate change at Moraine Bog, Tiedemann Glacier, southern Coast Mountains, British Columbia. Canadian Journal of Earth Sciences 44:707-719.","Arsenault, T.A., J.J. Clague, and R.W. Mathewes. 2007. Late Holocene vegetation and climate change at Moraine Bog, Tiedemann Glacier, southern Coast Mountains, British Columbia. Canadian Journal of Earth Sciences 44:707-719.",,,57
"Asnong, H., and P.J.H. Richard. 2003. La vegetation et le climat postglaciaires du centre et de l'est de la Gaspesie, au Quebec. Geographie physique et Quaternaire 57(1):37-63.","Asnong, H., and P.J.H. Richard. 2003. La vegetation et le climat postglaciaires du centre et de l'est de la Gaspesie, au Quebec. Geographie physique et Quaternaire 57(1):37-63.",,,58
"Athens, J.S., J.V. Ward, and D.W. Blinn. 2004. Holocene paleoenvironment of Laysan Island, Northwestern Hawaiian Islands. Pacific Islands Ecoregion, Division of Ecological Services, U.S. Fish and Wildlife Service, Honolulu, Hawaii, USA.;
Athens, J.S., J.V. Ward, and D.W. Blinn. 2007. Vegetation history of Laysan Island, northwestern Hawaiian Islands. Pacific Science 61(1):17-37.","Athens, J.S., J.V. Ward, and D.W. Blinn. 2004. Holocene paleoenvironment of Laysan Island, Northwestern Hawaiian Islands. Pacific Islands Ecoregion, Division of Ecological Services, U.S. Fish and Wildlife Service, Honolulu, Hawaii, USA.;
Athens, J.S., J.V. Ward, and D.W. Blinn. 2007. Vegetation history of Laysan Island, northwestern Hawaiian Islands. Pacific Science 61(1):17-37.",,,59
"Axford, Y., and D.S. Kaufman. 2004. Late glacial and Holocene glacier and vegetation fluctuations at Little Swift Lake, southwestern Alaska, U.S.A. Arctic, Antarctic, and Alpine Research 36(2):139-146.","Axford, Y., and D.S. Kaufman. 2004. Late glacial and Holocene glacier and vegetation fluctuations at Little Swift Lake, southwestern Alaska, U.S.A. Arctic, Antarctic, and Alpine Research 36(2):139-146.",,,60
"Backman, A.E. 1984. 1000-year record of fire-vegetation interactions in the northeastern United States: A comparison between coastal and inland regionss. Doctoral dissertation. University of Massachusetts, Amherst, Massachusetts, United States.;
Gajewski, K.J. 1983. On the interpretation of climatic change from the fossil record: climatic change in central and eastern United States over the past 2000 years estimated from pollen data. Doctoral dissertation. University of Wisconsin-Madison, Madison, Wisconsin, USA.;
Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.;
Gajewski, K. 1987. Climatic impacts on the vegetation of eastern North America during the past 2000 years. Vegetatio 68(3):179-190. [DOI: 10.1007/BF00114719];
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Gajewski, K., A.M. Swain, and G.M. Peterson. 1987. Late Holocene pollen stratigraphy in four northeastern United States lakes. Geographie Physique et Quaternaire 41:377-386.","Backman, A.E. 1984. 1000-year record of fire-vegetation interactions in the northeastern United States: A comparison between coastal and inland regionss. Doctoral dissertation. University of Massachusetts, Amherst, Massachusetts, United States.;
Gajewski, K.J. 1983. On the interpretation of climatic change from the fossil record: climatic change in central and eastern United States over the past 2000 years estimated from pollen data. Doctoral dissertation. University of Wisconsin-Madison, Madison, Wisconsin, USA.;
Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.;
Gajewski, K. 1987. Climatic impacts on the vegetation of eastern North America during the past 2000 years. Vegetatio 68(3):179-190. [DOI: 10.1007/BF00114719];
Gajewski, K. 1988. Late Holocene climate changes in eastern North America estimated from pollen data. Quaternary Research 29(3):255-262. [DOI: 10.1016/0033-5894(88)90034-8];
Gajewski, K., A.M. Swain, and G.M. Peterson. 1987. Late Holocene pollen stratigraphy in four northeastern United States lakes. Geographie Physique et Quaternaire 41:377-386.","10.1007/BF00114719;
10.1016/0033-5894(88)90034-8","10.1007/BF00114719;
10.1016/0033-5894(88)90034-8",61
"Bailey, R.E. 1972. Late- and postglacial environmental changes in northwestern Indiana. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.","Bailey, R.E. 1972. Late- and postglacial environmental changes in northwestern Indiana. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.",,,62
