"site.id","site.name","dataset.id","citation"
2968,"Algendar",3868,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1995. Dinamica del paisaje vegetal en la vertiente Mediterranea de la peninsula Iberica e islas Baleares desde el tardig glaciar hasta el presente. Pages 319-328 in T. Aleixandre and A. Perez, editors. Reconstituction de la ambient es y cambios climaticos durante el Cuaternarion, Centro de Ciencias Medio edition. Madrid, Spain."
2968,"Algendar",3868,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research 48:339-347."
2969,"Plan du Laus",3869,"de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
2970,"Alsa",3870,"Mariscal, B. 1993. Variacion de la vegetacion Holocena (4300-280 BP) de Cantabria a traves del analisis polinico de la turbera del Alsa. Estudios Geologicos 49:63-83."
2971,"Hières sur Amby",3871,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
2971,"Hières sur Amby",25285,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
2972,"Ampoix",3872,"de Beaulieu, J.L., and C. Goeury. 1987. Zonation automatique appliquée à l'analyse pollinique: exemple de la narse d'Ampoix (Puy de Dome, France). Bulletin de l'Association Française pour l'Etude du Quaternaire 1:49-61."
2972,"Ampoix",3872,"Juvigné, E., and M. Gewelt. 1987. La narse d'Ampoix comme Téphrostratotype dans la chaine des Puys Méridionale (France). Bulletin de l'Association Française pour l'Etude du Quaternaire 1:37-49."
2973,"Amsoldingersee",3873,"Lotter, A. 1985. Amsoldingersee-Late glacial and Holocene environments of a lake at the southern edge of the Swiss plateau. Dissertationes Botanicae 87:185-208."
2973,"Amsoldingersee",3875,
2973,"Amsoldingersee",3875,
2973,"Amsoldingersee",3874,"Lotter, A. 1985. Amsoldingersee-Late glacial and Holocene environments of a lake at the southern edge of the Swiss plateau. Dissertationes Botanicae 87:185-208."
2974,"Amtkel 1",3876,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian."
2974,"Amtkel 1",3876,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: page 56. Abstract International Conference. The problems of the Holocene."
2974,"Amtkel 1",3876,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, 12p.."
2975,"Amtkel 2",3877,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian."
2975,"Amtkel 2",3877,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: page 56. Abstract International Conference. The problems of the Holocene."
2975,"Amtkel 2",3877,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, 12p.."
2976,"Amtkel 3",3878,"Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian."
2976,"Amtkel 3",3878,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: page 56. Abstract International Conference. The problems of the Holocene."
2976,"Amtkel 3",3878,"Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, 12p.."
2977,"Allt na Feithe Sheilich",3879,"Birks, H.H. 1975. Studies in the vegetational history of Scotland. IV. Pine stumps in Scottish blanket peats. Philosophical Transactions of the Royal Society of London B: Biological Sciences 270:181-226. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1975.0007. [DOI: 10.1098/rstb.1975.0007]"
2978,"Antas",3880,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1995. Dinamica del paisaje vegetal en la vertiente Mediterranea de la peninsula Iberica e islas Baleares desde el tardig glaciar hasta el presente. Pages 319-328 in T. Aleixandre and A. Perez, editors. Reconstituction de la ambient es y cambios climaticos durante el Cuaternarion, Centro de Ciencias Medio edition. Madrid, Spain."
2978,"Antas",3880,"Pantaléon-Cano, J., E.I. Yll, R.P. Pérez-Obiol, and J.M. Roure. 2003. Palynological evidence for vegetational history in semi-arid areas of the western Mediterranean (Almeria, Spain). The Holocene 13(1):109-119."
2978,"Antas",3880,"Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research 48:339-347."
2979,"Åntu Sinijarv",3882,"Saarse, L., and A. Liiva. 1995. Geology of the Äntu group of lake. Proceedings Acad. Sci. Estonia, Geology 44:119–132."
2980,"Arkutino Lake",3883,"Bozilova, E., and H.J. Beug. 1992. On the Holocene history of vegetation in SE Bulgaria (Lake Arkutino, Ropotamo region). Vegetation History and Archaeobotany 1(1):19-32."
2980,"Arkutino Lake",3884,"Bozilova, E., and H.J. Beug. 1992. On the Holocene history of vegetation in SE Bulgaria (Lake Arkutino, Ropotamo region). Vegetation History and Archaeobotany 1(1):19-32."
2981,"Lake Aral",3885,"Tarasov, P.E., M.Y. Pushenko, S.P. Harrison, L. Saarse, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, G.A. Elina, Y.K. Elovicheva, L.V. Filimonova, V.S. Gunova, V.I. Khomutova, E.V. Kvavadze, I.Y. Neustrueva, V.V. Pisareva, V.S. Volkova, T.S. Shelekhova, D.A. Subetto, O.N. Uspenskaya, and V.P. Zernitskaya. 1996. Lake Status Records from the Former Soviet Union and Mongolia: Documentation of the Second Version of the Data Base. NOAA Paleoclimatology Publications Series Report No. 5. NOAA, Boulder, Colorado, USA."
2981,"Lake Aral",3885,"Aleshinskaya, Z.G. 1991. Diatom and palynological characteristics of bottom sediments. Pages 245–253 in History of lakes Sevan, Issyk-Kul, Balkhash, Zaisan and Aral (in Russian). Russian Academy of Sciences, Leningrad, Russia."
2981,"Lake Aral",3885,"Maev, E.G., and S.A. Maeva. 1991. Bottom sediments of the Aral. Pages 239-243 in Istoriya ozer Sevan, Issyk-Kul"", Balkhash, Zaisan i Aral (The history of lakes Sevan, Issyk-Kul, Balkhash, Zaisan and Aral). Leningrad, Nauka."
2982,"Plan Dechaud",3886,"David, F. 1993. Evolutions de la limite supérieure des arbres dans les Alpes françaies du nord depuis la fin des temps glaciaires.. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: volume 1: 94p, volume 2: diagrams and tables."
2983,"Aronde",3887,"Gauthier, A. 1995. Résultats palynologiques de séquences Holocènes du Bassin Parisien : histoire de la végétation et action de l'homme. Palynosciences 3:3-17. Notes: Gauthier, A. 1995. Résultats palynologiques de séquences Holocènes du Bassin Parisien : histoire de la végétation et action de l'homme. Palynosciences 3:3-17."
2984,"Lago de Arreo",3888,"Penalba, M.C. 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'après l'analyse pollinique. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
2984,"Lago de Arreo",3888,"Penalba, M.C. 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology 82:815-832."
2985,"Lake Varna",3889,"Bozilova, E., and H.-J. Beug. 1994. Studies on the vegetation history of Lake Varna region, northern Black Sea coastal area of Bulgaria. Vegetation History and Archaeobotany 3(3):143-154. [DOI: 10.1007/BF00202022]"
2985,"Lake Varna",22923,"Filipova-Marinova, M., D. Pavlov, and L. Giosan. 2016. Multi-proxy records of Holocene palaeoenvironmental changes in the Varna Lake area, western Black Sea coast. Quaternary International 401:99-108. [DOI: 10.1016/j.quaint.2015.05.009]"
2985,"Lake Varna",22923,"Filipova-Marinova, M., D. Pavlov, S. Vergiev, V. Slavchev, and L. Giosan. 2013. Palaeoecology and geoarchaeology of Varna Lake, northeastern Bulgaria. Comptes rendus de l’Académie bulgare des Sciences 66(3):377-392. [DOI: 10.7546/cr-2013-66-3-13101331-9]"
2985,"Lake Varna",22923,"Filipova-Marinova, M.V.F.M., D. Pavlov, M. Coolen, L. Giosan, and S. Vergiev. 2014. Contributions to the European Pollen Database. 22. Vegetation development in the central part of the Bulgarian Black Sea coast during the last 13 000 years. Grana 53(3):249-251."
2986,"Åsbotorpsjön",3890,
2986,"Åsbotorpsjön",3890,
2987,"Atteköps Mosse",3891,
2987,"Atteköps Mosse",3891,
2988,"Altenweiher",3892,"De Valk, E.J. 1981. Late Holocene and present vegetation of the Kastelberg (Vosges, France). Doctoral dissertation. University of Utrecht, Utrecht, The Netherlands."
2989,"Atxuri",3893,"Penalba, M.C. 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'après l'analyse pollinique. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
2989,"Atxuri",3893,"Penalba, M.C. 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology 82:815-832."
2990,"Auneau",24657,"Dubois, J.P., H. Richard, and C. Verjux. 2014. Auneau - Le Parc du Château. ADFI Archéologie de la France 067262, Ministère de la Culture et de la Communication, CNRS, Paris, France. [DOI: http://adlfi.revues.org/13544] Notes: Archaeological report of excavation, 5 pages."
2990,"Auneau",24658,"Dubois, J.P., H. Richard, and C. Verjux. 2014. Auneau - Le Parc du Château. ADFI Archéologie de la France 067262, Ministère de la Culture et de la Communication, CNRS, Paris, France. [DOI: http://adlfi.revues.org/13544] Notes: Archaeological report of excavation, 5 pages."
2990,"Auneau",3894,"Dubois, J.P., H. Richard, and C. Verjux. 2014. Auneau - Le Parc du Château. ADFI Archéologie de la France 067262, Ministère de la Culture et de la Communication, CNRS, Paris, France. [DOI: http://adlfi.revues.org/13544] Notes: Archaeological report of excavation, 5 pages."
2991,"Avlan Gölü",3895,"Bottema, S., and H. Woldring. 1984. Late Quaternary vegetation and climate of southwestern Turkey. Part II. Palaeohistoria 26:123-149."
2992,"Babozero",3896,"Kremenetski, C.V., and N.G. Patyk-Kara. 1997. Holocene vegetation dynamics of the southeast Kola Peninsula, Russia. The Holocene 7:473-479. [DOI: 10.1177/095968369700700409]"
2993,"Badentarbat",3897,"Lamb, H.H. 1964. Trees and climatic history in Scotland. Quaternary Journal of the Royal Meteorological Society 90(386):382-394. https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/qj.49709038603. [DOI: 10.1002/qj.49709038603]"
2993,"Badentarbat",3897,"Pennington, W., E.Y. Haworth, A.P. Bonny, and J.P. Lishman. 1972. Lake sediments in northern Scotland. Philosophical Transactions of the Royal Society of London B: Biological Sciences 264(861):191-294. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1972.0012. [DOI: 10.1098/rstb.1972.0012]"
2994,"Baidara",3898,"Andreev, A.A., P.E. Tarasov, F.A. Romanenko, L.D. Sulerzhitsky, and K.I. Terekhov. 1998. Vegetation of western coast of Baidaratskaya Bay during Late Pleistocene and Holocene. Stratigraphy and Geological Correlation 6(5):520-525. https://epic.awi.de/id/eprint/36566/158/Andreev-etal_1998.pdf."
2995,"Balikh",3899,
2995,"Balikh",3899,
2996,"Basse-Ville",3900,"Voeltzel, D. 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
2997,"Beanrig Moss",3901,"Webb, J.A., and P.D. Moore. 1982. The Late Devensian vegetational history of the Whitlaw Mosses, southeast Scotland. New Phytologist 91:341-398.."
2999,"Bois de Buchelbush",3903,"Coûteaux, M. 1962. Etude palynologique de la tourbière du Buchelbusch à Bonnert et de la tourbière du Heideknapp à Tontelange. Bulletin de la Société Royale de Botanique de Belgique 94:261-278."
2999,"Bois de Buchelbush",3904,
2999,"Bois de Buchelbush",3904,
2999,"Bois de Buchelbush",3905,
2999,"Bois de Buchelbush",3905,
3000,"Buzenol",3906,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3001,"Bedlno",3907,"Srodon, A., and M. Golabowa. 1956. Pleistocenska flora z Bedlna [Pleistocene flora of Bedlno, Central Poland]. Biuletyn Instytutu Geologicznego 100:7-44."
3002,"Ethe source du Cron",3908,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3002,"Ethe source du Cron",3908,"Coûteaux, M. 1969. Recherches écologiques sur les forêts de Gaume. I. Etude des régions d'Etalle, etc et essai de classification des forêts installées sur substrat triaso-liasique. Bull. Jard. Bot. Nat. de Belg 39(3/4):227-311/313-343."
3003,"Tontelange Heideknapp",3909,"Coûteaux, M. 1962. Etude palynologique de la tourbière du Buchelbusch à Bonnert et de la tourbière du Heideknapp à Tontelange. Bulletin de la Société Royale de Botanique de Belgique 94:261-278."
3004,"Puerto de Belate",3910,"Penalba, M.C. 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'après l'analyse pollinique. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
3004,"Puerto de Belate",3910,"Penalba, M.C. 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology 82:815-832."
3004,"Puerto de Belate",3911,"Penalba, M.C. 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'après l'analyse pollinique. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France."
3005,"Bellefontaine",43593,"Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France."
3005,"Bellefontaine",3912,"Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France."
3006,"Belle Lake",3913,"Craig, A.J. 1973. Studies on the ecological history of southeast Ireland, using pollen influx analysis and other methods. Doctoral dissertation. Dublin, Ireland."
3006,"Belle Lake",3913,"Craig, A.J. 1978. Pollen percentage and influx analysis in southeast Ireland: a contribution to the ecological history of the Late-glacial period. Journal of Ecology:297-324."
3007,"Bois des Amerois",3914,"Gilot, E., A.V. Munaut, M. Coûteaux, J. Heim, P.C. Capron, and W. Mullenders. 1969. Datations 14C et palynologie en Belgique et dans les régions voisines. Bulletin de la Société Belge de Géologie, Paleontologie, Hydrologie 78(1):21-29."
3008,"Abbaye d'Orval",3916,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3008,"Abbaye d'Orval",3915,
3008,"Abbaye d'Orval",3915,
3008,"Abbaye d'Orval",3920,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3008,"Abbaye d'Orval",3919,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3008,"Abbaye d'Orval",3918,
3008,"Abbaye d'Orval",3918,
3008,"Abbaye d'Orval",3921,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3008,"Abbaye d'Orval",3917,"Coûteaux, M. 1969. Formation et chronologie palynologique des tufs calcaires du Luxembourg belgo-grand-ducal. Bulletin de l'Association Française pour l'Étude du Quarternaire 6(3):179-206."
3008,"Abbaye d'Orval",3922,
3008,"Abbaye d'Orval",3922,
3009,"Bergakyllen",3923,"Svensson, N.O. 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 25"
3010,"Bering Island",3924,"Andreev, A.A. 1994. Paleogeographic reconstructions for a section of the Western Wall in Area 1 (Appendix to A.K. Stanyukovich and P.Y. Chernosvitov, Investigation of the earliest settlement with stone Tools on the Commander Islands). Arctic Anthropology 31(2):45-56. https://www.jstor.org/stable/40316363."
