"site.id","site.name","dataset.id","handle","submission.date","sample.id","depth","thickness","age.type","age","e.older","e.young","delta13C","lab.no","material.dated","geo.chron.type","notes","infinite","radiocarbon.method"
1398,"Kalsa Mire",8231,"KALSA","2020/01/21 00:00:00",427800,257.5,5,"Radiocarbon years BP",6840,60,60,,"TA-1880","Eriophorum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,"KALSA","2020/01/21 00:00:00",427801,265,10,"Radiocarbon years BP",7750,60,60,,"TA-1881","Eriophorum-woody peat","Carbon-14",,FALSE,
1398,"Kalsa Mire",8231,"KALSA","2020/01/21 00:00:00",427802,277.5,5,"Radiocarbon years BP",8160,80,80,,"TA-1882","woody peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342274,15.25,0.5,"Radiocarbon years BP",1830,150,150,,"Hv-12961","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342275,20.5,1,"Radiocarbon years BP",2140,80,80,,"Hv-11529","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342276,30.5,1,"Radiocarbon years BP",4160,105,105,,"Hv-11530","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342277,45.5,1,"Radiocarbon years BP",6100,105,105,,"Hv-11531","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342278,60.5,1,"Radiocarbon years BP",8080,190,190,,"Hv-11532","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342279,65.25,0.5,"Radiocarbon years BP",8145,295,295,,"Hv-12962","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342280,70.5,1,"Radiocarbon years BP",7580,315,315,,"Hv-11533","Peat","Carbon-14","This date was originally excluded from publication",FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342281,95,2,"Radiocarbon years BP",9985,220,220,,"Hv-11534","Peat","Carbon-14",,FALSE,
1399,"Kameničky",8232,"KAMEN","2019/03/12 00:00:00",342282,122.5,1,"Radiocarbon years BP",11070,245,245,,"Hv-11536","Peat","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333832,38.5,3,"Radiocarbon years BP",680,70,70,,"Lu-2927","Gyttja","Carbon-14","Due to gas leakage in the C13 ampoule the value of sample 11 has not been measured.",FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333833,91.5,3,"Radiocarbon years BP",2260,60,60,,"Lu-2926","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333834,121.5,3,"Radiocarbon years BP",2670,70,70,,"Lu-2925","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333835,176.5,3,"Radiocarbon years BP",3970,70,70,,"Lu-2924","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333836,226.5,3,"Radiocarbon years BP",5160,70,70,,"Lu-2923","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333837,276.5,3,"Radiocarbon years BP",6420,80,80,,"Lu-2922","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333838,331.5,3,"Radiocarbon years BP",7900,80,80,,"Lu-2921","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333839,381.5,3,"Radiocarbon years BP",8580,80,80,,"Lu-2920","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333840,430.5,3,"Radiocarbon years BP",9580,90,90,,"Lu-2919","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333841,454.5,5,"Radiocarbon years BP",10530,90,90,,"Lu-2918","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333842,459.5,5,"Radiocarbon years BP",11120,100,100,,"Lu-2917","Gyttja","Carbon-14",,FALSE,
1401,"Kansjön",8234,"KANSJON","2019/02/27 00:00:00",333843,481,10,"Radiocarbon years BP",12460,120,120,,"Lu-2916","Gyttja","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",420999,35,10,"Radiocarbon years BP",779,122,122,,"IGRAS-1197","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421000,85,10,"Radiocarbon years BP",1368,125,125,,"IGRAS-1196","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421001,135,10,"Radiocarbon years BP",2553,122,122,,"IGRAS-1195","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421002,185,10,"Radiocarbon years BP",2260,170,170,,"IGRAS-1194","Humic acids","Carbon-14","rejected by the author",FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421003,210,10,"Radiocarbon years BP",3250,260,260,,"IGRAS-1276","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421004,235,10,"Radiocarbon years BP",3150,210,210,,"IGRAS-1193","Humic acids","Carbon-14","rejected by the author",FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421005,285,10,"Radiocarbon years BP",3590,250,250,,"IGRAS-1192","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421006,310,10,"Radiocarbon years BP",4610,220,220,,"IGRAS-1275","Humic acids","Carbon-14",,FALSE,
1402,"Karasye Lake",8235,"KARASYE","2019/11/26 00:00:00",421007,335,10,"Radiocarbon years BP",5280,120,120,,"IGRAS-1191","Humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109961,40,20,"Radiocarbon years BP",940,100,100,,"IGAN-955","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109962,40,20,"Radiocarbon years BP",1100,50,50,,"IGAN-956","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109963,90,20,"Radiocarbon years BP",1510,120,120,,"IGAN-953","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109964,90,20,"Radiocarbon years BP",2270,50,50,,"IGAN-954","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109965,140,20,"Radiocarbon years BP",3820,70,70,,"IGAN-952","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109966,140,20,"Radiocarbon years BP",3850,130,130,,"IGAN-951","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109967,190,20,"Radiocarbon years BP",4160,80,80,,"IGAN-949","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109968,190,20,"Radiocarbon years BP",4520,50,50,,"IGAN-950","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109969,240,20,"Radiocarbon years BP",5250,130,130,,"IGAN-947","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109970,240,20,"Radiocarbon years BP",5260,60,60,,"IGAN-948","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109971,290,20,"Radiocarbon years BP",5850,80,80,,"IGAN-946","humic acids","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109972,290,20,"Radiocarbon years BP",6140,100,100,,"IGAN-945","peat","Carbon-14",,FALSE,
1403,"Kardashinski Swamp",8236,"KARDAS","2008/02/28 00:00:00",109973,340,20,"Radiocarbon years BP",7030,70,70,,"IGAN-944","humic acids","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416270,120,20,"Radiocarbon years BP",4620,50,50,,"GIN-4169","ferrous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416271,170,20,"Radiocarbon years BP",5110,100,100,,"GIN-4172","ferrous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416272,320,20,"Radiocarbon years BP",7050,100,100,,"GIN-4170","ferrous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416273,350,20,"Radiocarbon years BP",7880,120,120,,"GIN-4171","ferrous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416274,400,20,"Radiocarbon years BP",7950,50,50,,"GIN-4173","ferrous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416275,450,20,"Radiocarbon years BP",8370,400,400,,"GIN-4167","calcareous-ferrous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416276,495,30,"Radiocarbon years BP",9730,50,50,,"GIN-4174","algal-calcareous gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416277,620,20,"Radiocarbon years BP",9990,100,100,,"GIN-4175","clayey gyttja","Carbon-14",,FALSE,
1479,"Khomustakh Lake",8250,"KHOMUST","2019/10/28 00:00:00",416278,720,40,"Radiocarbon years BP",10400,600,600,,"GIN-4176","clay","Carbon-14",,FALSE,
1484,"Kirikumae",8254,"KIRIKU","2020/01/20 00:00:00",427696,185,10,"Radiocarbon years BP",1300,45,45,,"Tln-1539","Gyttja","Carbon-14",,FALSE,
1484,"Kirikumae",8254,"KIRIKU","2020/01/20 00:00:00",427697,195,10,"Radiocarbon years BP",1625,40,40,,"Tln-1538","Gyttja","Carbon-14",,FALSE,
1484,"Kirikumae",8254,"KIRIKU","2020/01/20 00:00:00",427698,345,10,"Radiocarbon years BP",3800,70,70,,"Tln-1434","Gyttja","Carbon-14",,FALSE,
1484,"Kirikumae",8254,"KIRIKU","2020/01/20 00:00:00",427699,495,10,"Radiocarbon years BP",6045,80,80,,"Tln-1445","Gyttja","Carbon-14",,FALSE,
1484,"Kirikumae",8254,"KIRIKU","2020/01/20 00:00:00",427700,615,10,"Radiocarbon years BP",7695,105,105,,"Tln-1446","Gyttja","Carbon-14",,FALSE,
1484,"Kirikumae",8254,"KIRIKU","2020/01/20 00:00:00",427701,670,10,"Radiocarbon years BP",9395,75,75,,"Tln-1447","Gyttja","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417952,55,10,"Radiocarbon years BP",1090,90,90,,"MGU-1250","peat","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417953,85,10,"Radiocarbon years BP",1360,240,240,,"MGU-1257","peat","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417954,115,10,"Radiocarbon years BP",2766,150,150,,"MGU-1254","peat","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417955,135,10,"Radiocarbon years BP",3388,140,140,,"MGU-1256","peat","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417956,165,10,"Radiocarbon years BP",3485,110,110,,"MGU-1263","peat","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417957,195,10,"Radiocarbon years BP",2050,60,60,,"MGU-1321","organic clay gyttja","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417958,195,10,"Radiocarbon years BP",2790,100,100,,"MGU-1247","wood","Carbon-14",,FALSE,
1511,"Kotyrkol' Peat Bog",8265,"KOTYRKOL","2019/11/12 00:00:00",417959,195,10,"Radiocarbon years BP",3400,250,250,,"MGU-1270","organic clay gyttja","Carbon-14",,FALSE,
1537,"Lago de Ajo",8290,"LAGOAJO","2019/02/25 00:00:00",333160,2160,10,"Radiocarbon years BP",3840,110,110,,"Beta-9154","Brown gyttja","Carbon-14",,FALSE,
1537,"Lago de Ajo",8290,"LAGOAJO","2019/02/25 00:00:00",333161,2435,10,"Radiocarbon years BP",6800,90,90,,"Beta-9155","Brown gyttja","Carbon-14",,FALSE,
1537,"Lago de Ajo",8290,"LAGOAJO","2019/02/25 00:00:00",333162,2470,10,"Radiocarbon years BP",9650,120,120,,"Beta-9156","Organic sediment","Carbon-14",,FALSE,
1537,"Lago de Ajo",8290,"LAGOAJO","2019/02/25 00:00:00",333163,2480,10,"Radiocarbon years BP",9780,80,80,,"Beta-6739","Organic sediment","Carbon-14",,FALSE,
1537,"Lago de Ajo",8290,"LAGOAJO","2019/02/25 00:00:00",333164,2610,10,"Radiocarbon years BP",12610,90,90,,"Beta-9157","Organic sediment inc.carbonate","Carbon-14",,FALSE,
1537,"Lago de Ajo",8290,"LAGOAJO","2019/02/25 00:00:00",333165,2660,10,"Radiocarbon years BP",14270,180,180,,"Beta-6740","Organic sediment inc.carbonate","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416352,70,20,"Radiocarbon years BP",1610,110,110,,"GIN-5142","algal clayey gyttja","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416353,170,20,"Radiocarbon years BP",2100,80,80,,"GIN-5144","algal clayey gyttja","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416354,190,20,"Radiocarbon years BP",2170,70,70,,"GIN-5145","algal clayey gyttja","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416355,270,20,"Radiocarbon years BP",3000,70,70,,"GIN-5146","algal gyttja","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416356,370,20,"Radiocarbon years BP",3610,100,100,,"GIN-5148","algal gyttja","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416357,470,20,"Radiocarbon years BP",5530,60,60,,"GIN-5150","algal gyttja","Carbon-14",,FALSE,
1632,"Lake Madjagara",8364,"MADJAGA","2019/10/28 00:00:00",416358,490,20,"Radiocarbon years BP",5480,70,70,,"GIN-5151","algal gyttja","Carbon-14",,FALSE,
1704,"Mokhovoye",8404,"MOKHOVOE","2008/02/28 00:00:00",110713,95,10,"Radiocarbon years BP",1680,80,80,,"MGU-1311","peat","Carbon-14",,FALSE,
1704,"Mokhovoye",8404,"MOKHOVOE","2008/02/28 00:00:00",110714,145,10,"Radiocarbon years BP",1750,310,310,,"MGU-1315","peat","Carbon-14",,FALSE,
1704,"Mokhovoye",8404,"MOKHOVOE","2008/02/28 00:00:00",110715,195,10,"Radiocarbon years BP",1780,140,140,,"MGU-1314","peat","Carbon-14",,FALSE,
1704,"Mokhovoye",8404,"MOKHOVOE","2008/02/28 00:00:00",110716,245,10,"Radiocarbon years BP",2760,130,130,,"MGU-1313","peat","Carbon-14",,FALSE,
1704,"Mokhovoye",8404,"MOKHOVOE","2008/02/28 00:00:00",110717,290,20,"Radiocarbon years BP",5100,60,60,,"TO-3027","humic acids","Carbon-14",,FALSE,
1704,"Mokhovoye",8404,"MOKHOVOE","2008/02/28 00:00:00",436889,45,10,"Radiocarbon years BP",0,,,,"MGU-1312","peat","Carbon-14","1.02% 14C",FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421046,20,10,"Radiocarbon years BP",3915,80,80,,"IGRAS1442","Humic acids","Carbon-14","IGAS-1442 (3915±80) is rejected as too old (Kremenetski, pers comm 17 Feb 1995).",FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421047,45,10,"Radiocarbon years BP",1470,60,60,,"MGU-1318","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421048,95,10,"Radiocarbon years BP",3920,160,160,,"MGU-1319","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421049,120,10,"Radiocarbon years BP",5774,131,131,,"IGRAS1443","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421050,220,10,"Radiocarbon years BP",6154,151,151,,"IGRAS1445","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421051,270,10,"Radiocarbon years BP",7229,138,138,,"IGRAS1446","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421052,320,10,"Radiocarbon years BP",7290,142,142,,"IGRAS1447","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421053,370,10,"Radiocarbon years BP",8513,161,161,,"IGRAS1448","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421054,395,10,"Radiocarbon years BP",9280,380,380,,"MGU-1320","Humic acids","Carbon-14",,FALSE,
1786,"Ozerki",8466,"OZERKI","2019/11/27 00:00:00",421055,440,20,"Radiocarbon years BP",11710,90,90,,"TO-3026","Humic acids","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416739,15,10,"Radiocarbon years BP",750,110,110,,"IGAN-1188","organic-clay gyttja","Carbon-14","Dates IGAN-1184 (7210±150), IGAN-1180 (7630±290), IGAN-1277 (7740±235), and IGAN-1181 (7700±470) are rejected as being too young compared to Ozerki (Tarasov et al. 1994)",FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416740,40,10,"Radiocarbon years BP",910,115,115,,"IGAN-1281","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416741,65,10,"Radiocarbon years BP",1920,80,80,,"IGAN-1183","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416742,90,10,"Radiocarbon years BP",3560,130,130,,"IGAN-1280","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416743,115,10,"Radiocarbon years BP",5100,125,125,,"IGAN-1185","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416744,140,10,"Radiocarbon years BP",5810,230,230,,"IGAN-1279","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416745,165,10,"Radiocarbon years BP",7360,225,225,,"IGAN-1187","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416746,190,10,"Radiocarbon years BP",7895,160,160,,"IGAN-1278","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416747,215,10,"Radiocarbon years BP",7210,150,150,,"IGAN-1184","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416748,240,10,"Radiocarbon years BP",7630,290,290,,"IGAN-1180","organic-clay gyttja","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416749,260,20,"Radiocarbon years BP",7740,235,235,,"IGAN-1277","organic clay","Carbon-14",,FALSE,
1798,"Pashennoe",8477,"PASHENN","2019/10/31 00:00:00",416750,310,20,"Radiocarbon years BP",7700,470,470,,"IGAN-1181","organic clay","Carbon-14",,FALSE,
1919,"Pur-Taz Peatland",8528,"PURTAZ","2019/11/06 00:00:00",417356,27.5,5,"Radiocarbon years BP",4570,60,60,,"CAMS-24132","Betula nana twig","Carbon-14",,FALSE,
1919,"Pur-Taz Peatland",8528,"PURTAZ","2019/11/06 00:00:00",417357,87.5,5,"Radiocarbon years BP",4920,60,60,,"CAMS-24133","Betula nana twig","Carbon-14",,FALSE,
1919,"Pur-Taz Peatland",8528,"PURTAZ","2019/11/06 00:00:00",417358,170.5,5,"Radiocarbon years BP",6830,60,60,,"CAMS-24134","Betula twig","Carbon-14",,FALSE,
1919,"Pur-Taz Peatland",8528,"PURTAZ","2019/11/06 00:00:00",417359,265.5,5,"Radiocarbon years BP",8370,60,60,,"CAMS-2427","Betula sect. Albae bark and wood","Carbon-14",,FALSE,
1919,"Pur-Taz Peatland",8528,"PURTAZ","2019/11/06 00:00:00",417360,341.5,5,"Radiocarbon years BP",9200,60,60,,"CAMS-2428","Betula and Larix twigs","Carbon-14",,FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406127,745.5,5,"Radiocarbon years BP",10140,180,180,,"CAMS-15296","Betula fruits","Carbon-14",,FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406128,775.5,5,"Radiocarbon years BP",9760,90,90,,"CAMS-15297","Betula fruits and bracts","Carbon-14",,FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406129,795,,"Radiocarbon years BP",8200,90,90,,"Beta-9160","gyttya","Carbon-14","Bulk dates by Beta too old. AMS dates 10140 and 9760 (CAMS-15296, -15297) in a redeposited layer. Only basal 3 AMS dates accepted (see Allen et al. 1996).",FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406130,820.5,5,"Radiocarbon years BP",9940,100,100,,"CAMS-15298","Betula fruits and bracts","Carbon-14",,FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406131,832,,"Radiocarbon years BP",9490,110,110,,"Beta-9161","gyttya","Carbon-14","Bulk dates by Beta too old (see Allen et al. 1996).",FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406132,880.5,5,"Radiocarbon years BP",11690,100,100,,"CAMS-15299","Betula fruits and bracts","Carbon-14",,FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406133,925.5,5,"Radiocarbon years BP",12580,100,100,,"CAMS-15300","Betula fruits and bracts","Carbon-14",,FALSE,
2255,"Sanabria Marsh",8589,"SANABRIA","2019/09/13 00:00:00",406134,980,,"Radiocarbon years BP",12580,330,330,,"Beta-9162","late glacial clay","Carbon-14","Bulk dates by Beta too old (see Allen et al. 1996).",FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415751,20,10,"Radiocarbon years BP",3420,50,50,,"GIN-4355","Peat","Carbon-14",,FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415752,235,30,"Radiocarbon years BP",8950,70,70,,"GIN-4356","Peat","Carbon-14",,FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415753,252.5,15,"Radiocarbon years BP",10750,80,80,,"GIN-4357","Peat","Carbon-14","GIN-4357 (10750±80) is rejected as too old.",FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415754,270,20,"Radiocarbon years BP",9940,60,60,,"GIN-4358","Peat","Carbon-14",,FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415755,290,20,"Radiocarbon years BP",9900,90,90,,"GIN-4359","Peat","Carbon-14",,FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415756,335,30,"Radiocarbon years BP",9910,80,80,,"GIN-4361","Peat","Carbon-14",,FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415757,335,10,"Radiocarbon years BP",10120,120,120,,"GIN-4362","Peat","Carbon-14",,FALSE,
2525,"Suollakh",8661,"SUOLLAKH","2019/10/24 00:00:00",415758,380,10,"Radiocarbon years BP",10610,70,70,,"GIN-4363","Peat","Carbon-14",,FALSE,
2528,"Sverdrup",8664,"SVERDRUP","2019/11/06 00:00:00",417431,40,10,"Radiocarbon years BP",9770,280,280,,"GIN-7627","peat","Carbon-14",,FALSE,
2528,"Sverdrup",8664,"SVERDRUP","2019/11/06 00:00:00",417432,60.5,11,"Radiocarbon years BP",10490,380,380,,"GIN-7626","peat","Carbon-14",,FALSE,
2528,"Sverdrup",8664,"SVERDRUP","2019/11/06 00:00:00",417433,85,10,"Radiocarbon years BP",11640,40,40,,"GIN-7625","peat","Carbon-14",,FALSE,
2960,"Black Sea (Southwest 1)",8870,"A159","2019/04/06 00:00:00",353166,37.5,5,"Radiocarbon years BP",3390,80,80,,"T 8666 A","Sapropel mud","Carbon-14",,FALSE,
2960,"Black Sea (Southwest 1)",8870,"A159","2019/04/06 00:00:00",353167,87.5,5,"Radiocarbon years BP",7070,90,90,,"T 8665 A","Clay mud","Carbon-14",,FALSE,
2960,"Black Sea (Southwest 1)",8870,"A159","2019/04/06 00:00:00",353168,212,5,"Radiocarbon years BP",10400,200,200,,"T 8514 A","Clay mud","Carbon-14",,FALSE,
2962,"Achit-Nur",8871,"ACHIT8","2019/12/09 00:00:00",421609,158.5,13,"Radiocarbon years BP",6540,100,100,,"TA-1832","gyttja","Carbon-14",,FALSE,
2962,"Achit-Nur",8871,"ACHIT8","2019/12/09 00:00:00",421610,182.5,15,"Radiocarbon years BP",9397,80,80,,"TA-1192","organic clay","Carbon-14",,FALSE,
2962,"Achit-Nur",8871,"ACHIT8","2019/12/09 00:00:00",421611,212.5,15,"Radiocarbon years BP",10150,100,100,,"TA-1191","organic clay","Carbon-14",,FALSE,
2962,"Achit-Nur",8871,"ACHIT8","2019/12/09 00:00:00",421612,240,10,"Radiocarbon years BP",11500,100,100,,"TA-1183","organic clay","Carbon-14",,FALSE,
2965,"Abernethy Forest",8872,"AF1974","2019/08/21 00:00:00",395855,327.5,5,"Radiocarbon years BP",6159,100,100,,"Q-1272","Ld2, Dh1, Dg1","Carbon-14",,FALSE,
2965,"Abernethy Forest",8872,"AF1974","2019/08/21 00:00:00",395856,355,5,"Radiocarbon years BP",6803,110,110,,"Q-1271","Ld3, Dh1, Dg+","Carbon-14",,FALSE,
