siteid,sitename,latitude,longitude,elevation,datasetid,datasettype,ageoldest,ageyoungest,depth,thickness,age,age.young,age.old,control.type,chron.control.id,dataset.name,collection.type,collection.handle,dataset.type,default,name,age.type,age.model,age.older,age.younger,chron.id,date,site.name,long,lat,description,long.acc,lat.acc
703,Dovjok Swamp,48.75,28.25,,723,pollen,7935,128,1792.5,,10660,10550,10770,Radiocarbon,4143,,Core,DOVJOK,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,10500,0,723,,Dovjok Swamp,28.25,48.75,"Floodplain Phragmites fen. Physiography: floodplain in Murafa Basin. Surrounding vegetation: herb steppe, Quercus/Carpinus forest.",0,0
765,Edessa,40.818056,21.9525,350,784,pollen,13479,85,100,10,7920,7850,7990,Radiocarbon,4559,EPD E# 19,Core,EDESSA,pollen,TRUE,PALE 1,Radiocarbon years BP,single sample - single date,7930,7910,784,1997-03-06T00:00:00,Edessa,21.9525,40.818056,Marsh. Surrounding vegetation: Brushwood of deciduous oak.,0,0
831,Gagra,43.283333,40.266667,4,858,pollen,11603,568,10,1,1250,1200,1300,Tephra,4932,EPD E# 20,Section,GAGRA,pollen,FALSE,NAPD 2,Radiocarbon years BP,linear interpolation,,,858,1996-10-16T00:00:00,Gagra,40.266667,43.283333,Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic.,0,0
831,Gagra,43.283333,40.266667,4,858,pollen,11603,568,30,1,2980,2880,3080,Radiocarbon,4933,EPD E# 20,Section,GAGRA,pollen,FALSE,NAPD 2,Radiocarbon years BP,linear interpolation,,,858,1996-10-16T00:00:00,Gagra,40.266667,43.283333,Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic.,0,0
831,Gagra,43.283333,40.266667,4,858,pollen,11603,568,90,1,5450,5310,5590,Radiocarbon,4934,EPD E# 20,Section,GAGRA,pollen,FALSE,NAPD 2,Radiocarbon years BP,linear interpolation,,,858,1996-10-16T00:00:00,Gagra,40.266667,43.283333,Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic.,0,0
831,Gagra,43.283333,40.266667,4,858,pollen,11603,568,150,1,7720,7540,7900,Radiocarbon,4935,EPD E# 20,Section,GAGRA,pollen,FALSE,NAPD 2,Radiocarbon years BP,linear interpolation,,,858,1996-10-16T00:00:00,Gagra,40.266667,43.283333,Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic.,0,0
831,Gagra,43.283333,40.266667,4,858,pollen,11603,568,220,1,8400,8240,8560,Radiocarbon,4936,EPD E# 20,Section,GAGRA,pollen,FALSE,NAPD 2,Radiocarbon years BP,linear interpolation,,,858,1996-10-16T00:00:00,Gagra,40.266667,43.283333,Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic.,0,0
831,Gagra,43.283333,40.266667,4,858,pollen,11603,568,230,1,8630,8310,8950,Radiocarbon,4937,EPD E# 20,Section,GAGRA,pollen,FALSE,NAPD 2,Radiocarbon years BP,linear interpolation,,,858,1996-10-16T00:00:00,Gagra,40.266667,43.283333,Marine terrace. Physiography: River month Kolkhidka. Surrounding vegetation: Anthropogenic.,0,0
839,Gel'myazevskoye,49.666667,31.833333,120,867,pollen,11856,508,1163,10,5540,5470,5610,Radiocarbon,4987,EPD E# 21,Core,GELMT,pollen,TRUE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,7290,5490,867,,Gel'myazevskoye,31.833333,49.666667,Fen bog. Physiography: depression. Surrounding vegetation: Forests and meadow steppes.,0,0
839,Gel'myazevskoye,49.666667,31.833333,120,867,pollen,11856,508,1283,10,7245,7170,7320,Radiocarbon,4988,EPD E# 21,Core,GELMT,pollen,TRUE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,7290,5490,867,,Gel'myazevskoye,31.833333,49.666667,Fen bog. Physiography: depression. Surrounding vegetation: Forests and meadow steppes.,0,0
947,Grasvatn,63.702905,8.689085,46,977,pollen,12529,1082,86.5,3,2815,2605,3025,Radiocarbon,5485,EPD E# 22,Core,GRASVATN,pollen,TRUE,Singer et al. 1996,Radiocarbon years BP,linear interpolation,10880,770,977,1997-04-25T00:00:00,Grasvatn,8.689085,63.702905,"Shallow lake on the island of Frøya. Overgrown by aquatics. Physiography: Shellsand on gneisses. Surrounding vegetation: Heather, fens and bogs.",0.005050000000000665,0.0020899999999954844
947,Grasvatn,63.702905,8.689085,46,977,pollen,12529,1082,193.5,6,5668,5536,5800,"Radiocarbon, average of two or more dates",5486,EPD E# 22,Core,GRASVATN,pollen,TRUE,Singer et al. 1996,Radiocarbon years BP,linear interpolation,10880,770,977,1997-04-25T00:00:00,Grasvatn,8.689085,63.702905,"Shallow lake on the island of Frøya. Overgrown by aquatics. Physiography: Shellsand on gneisses. Surrounding vegetation: Heather, fens and bogs.",0.005050000000000665,0.0020899999999954844
947,Grasvatn,63.702905,8.689085,46,977,pollen,12529,1082,317.5,3,10399,10279,10519,Radiocarbon,5487,EPD E# 22,Core,GRASVATN,pollen,TRUE,Singer et al. 1996,Radiocarbon years BP,linear interpolation,10880,770,977,1997-04-25T00:00:00,Grasvatn,8.689085,63.702905,"Shallow lake on the island of Frøya. Overgrown by aquatics. Physiography: Shellsand on gneisses. Surrounding vegetation: Heather, fens and bogs.",0.005050000000000665,0.0020899999999954844
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,4116,pollen,5766,4427,,,,,,Stratigraphic,25893,EPD E# 298,Section,IVAN4,pollen,TRUE,FAUNMAP 1.1,Calendar years BP,Individually dated analysis units,110000,1,4116,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,4116,pollen,5766,4427,,,,,,Stratigraphic,25894,EPD E# 298,Section,IVAN4,pollen,TRUE,FAUNMAP 1.1,Calendar years BP,Individually dated analysis units,110000,1,4116,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,4117,pollen,11590,3309,,,,,,Biostratigraphic,24797,EPD E# 299,Core,IVAN5,pollen,TRUE,FAUNMAP 1.1,Calendar years BP,Individually dated analysis units,110000,11500,4117,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,4117,pollen,11590,3309,,,,,,Stratigraphic,25891,EPD E# 299,Core,IVAN5,pollen,TRUE,FAUNMAP 1.1,Calendar years BP,Individually dated analysis units,110000,11500,4117,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,0,,200,100,300,Core top,6525,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,70,10,970,860,1080,Radiocarbon,6526,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,200,10,2200,2110,2290,Radiocarbon,6527,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,247,6,4350,4255,4445,Radiocarbon,6528,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,302.5,5,4445,4290,4600,Radiocarbon,6529,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,352.5,5,5570,5425,5715,Radiocarbon,6530,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,422.5,5,6345,5965,6725,Radiocarbon,6531,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,462.5,5,8715,8500,8930,Radiocarbon,6532,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,510,10,11100,10870,11330,Radiocarbon,6533,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,546.5,7,11170,10940,11400,Radiocarbon,6534,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1121,Ivanovskoye Peat Bog,56.816667,38.766667,141,1155,pollen,8178,142,570,10,11400,11060,11740,Radiocarbon,6535,EPD E# 23,Section,IVAN3,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1155,,Ivanovskoye Peat Bog,38.766667,56.816667,Peat bog. Physiography: periglacial lake of middle Pleistocene. Surrounding vegetation: birch-pine forest and Carex assosiations.,0,0
1398,Kalsa Mire,58.19142,27.41146,38,1434,pollen,18449,-54,902,,0,-30,30,Core top,8100,EPD E# 24,Core,KALSA,pollen,TRUE,COHMAP chron 2,Radiocarbon years BP,linear interpolation,10880,0,1434,,Kalsa Mire,27.41146,58.19142,"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field.",0,0
1398,Kalsa Mire,58.19142,27.41146,38,1434,pollen,18449,-54,1041,2,100,30,170,"Radiocarbon, reservoir correction",8101,EPD E# 24,Core,KALSA,pollen,TRUE,COHMAP chron 2,Radiocarbon years BP,linear interpolation,10880,0,1434,,Kalsa Mire,27.41146,58.19142,"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field.",0,0
1398,Kalsa Mire,58.19142,27.41146,38,1434,pollen,18449,-54,1354,4,1350,1280,1420,"Radiocarbon, reservoir correction",8102,EPD E# 24,Core,KALSA,pollen,TRUE,COHMAP chron 2,Radiocarbon years BP,linear interpolation,10880,0,1434,,Kalsa Mire,27.41146,58.19142,"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field.",0,0
1398,Kalsa Mire,58.19142,27.41146,38,1434,pollen,18449,-54,1648,8,3700,3620,3780,"Radiocarbon, reservoir correction",8103,EPD E# 24,Core,KALSA,pollen,TRUE,COHMAP chron 2,Radiocarbon years BP,linear interpolation,10880,0,1434,,Kalsa Mire,27.41146,58.19142,"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field.",0,0
1398,Kalsa Mire,58.19142,27.41146,38,1434,pollen,18449,-54,1954,4,7400,7300,7500,"Radiocarbon, reservoir correction",8104,EPD E# 24,Core,KALSA,pollen,TRUE,COHMAP chron 2,Radiocarbon years BP,linear interpolation,10880,0,1434,,Kalsa Mire,27.41146,58.19142,"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field.",0,0
1398,Kalsa Mire,58.19142,27.41146,38,1434,pollen,18449,-54,2213.5,7,10940,10805,11075,Radiocarbon,8105,EPD E# 24,Core,KALSA,pollen,TRUE,COHMAP chron 2,Radiocarbon years BP,linear interpolation,10880,0,1434,,Kalsa Mire,27.41146,58.19142,"Mire, peat cutting at the edges. Physiography: undulating moraine topography. Surrounding vegetation: Pinus, Betula, Picea forest. in SW field.",0,0
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,0,,0,-20,20,Core top,8106,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,20,,100,70,130,"Biostratigraphic, pollen",8107,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,27,,1560,1490,1630,Radiocarbon,8108,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,55,,3240,3160,3320,Radiocarbon,8109,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,85,,6980,6900,7060,Radiocarbon,8110,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,165,,8070,7980,8160,Radiocarbon,8111,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,265,,10990,10890,11090,Radiocarbon,8112,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1399,Kameničky,49.72651,15.970885000000001,624,1435,pollen,13187,48,485,,14000,13500,14500,Other dating methods,8113,EPD E# 25,Section,KAMEN,pollen,FALSE,COHMAP chron 4,Radiocarbon years BP,linear interpolation,14000,0,1435,,Kameničky,15.970884999999999,49.726510000000005,Drained sloping spring mire. Physiography: Kameničská kotlina Basin at its N margin. Surrounding vegetation: Alder carr.,0.0028300000000012204,0.0017800000000036675
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,10,,200,150,250,"Biostratigraphic, pollen",8121,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,186.5,11,1920,1840,2000,Radiocarbon,8122,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,287.5,11,2820,2740,2900,Radiocarbon,8123,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,352.5,5,3270,3200,3340,Radiocarbon,8124,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,481,8,4880,4800,4960,Radiocarbon,8125,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,582.5,5,5560,5490,5630,Radiocarbon,8126,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,634,8,6140,6050,6230,Radiocarbon,8127,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,722.5,5,7220,7140,7300,Radiocarbon,8128,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,854,8,8320,8220,8420,Radiocarbon,8129,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,922.5,5,8560,8470,8650,Radiocarbon,8130,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
1401,Kansjön,57.64055,14.53458,308,1438,pollen,16015,175,1053.5,5,9640,9540,9740,Radiocarbon,8131,EPD E# 26,Core,KANSJON,pollen,FALSE,COHMAP chron 1,Radiocarbon years BP,linear interpolation,,,1438,,Kansjön,14.53458,57.64055,"Lake. Physiography: Rolling till surface. Surrounding vegetation: Pinus, Betula.",0,0
