"site.id","site.name","latitude","longitude","elevation","dataset.id","dataset.type","source","publication","description","doi"
2255,"Sanabria Marsh",42.1,-6.733333,1050,2335,"pollen","European Pollen Database","Allen, J.R.M., B. Huntley, and W.A. Watts. 1996. The vegetation and climate of northwest Iberia over the last 14,000 years. Journal of Quaternary Science 11(2):125-147.;
Hannon, G.E. 1985. Late Quaternary vegetation of Sanabria Marsh, North West Spain. Master's thesis. Trinity College, Dublin, Ireland.;
Turner, C., and G.E. Hannon. 1988. Vegetational evidence for late Quaternary climate changes in southwest Europe in relation to the influence of the North Atlantic Ocean. Philisophical Transactions of the Royal Society of London Series B 318:451-485.","Small marsh in former lake. Physiography: In a morraine at the head of the valley. Surrounding vegetation: Quercus pyrenaica in valley, heather.","10.21233/n36j25"
2525,"Suollakh",57.05,123.85,810,2614,"pollen","European Pollen Database","Andreev, A.A., and V.A. Klimanov. 1991. Izmeneniya rastitel’nost i klimatamezhdurech’ya rek Ungra i Yakokit (Yuzhnaya Yakutia) v golotsene [Vegetation history and climate changes in the interfluve of the rivers Ungra and Yakokit (Southern Yakutia) during the Holocene]. Botanichesky Zhurnal 76(3):334-351.",,"10.21233/n33381"
2528,"Sverdrup",74.5209,79.45742,7,2618,"pollen","European Pollen Database","Tarasov, P.E., A.A. Andreev, F.A. Romanenko, and L.D. Sulerzhitsky. 1995. Palynostratigraphy of upper Quaternary deposits of Sverdrup Island, the Kara Sea. Stratigraphy and Geological Correlation 3(2):190-196.","Buried peat bog 6 m from sea. Physiography: low-relief arctic island. Surrounding vegetation: herb tundra.","10.21233/n3577n"
2960,"Black Sea (Southwest 1)",42.184167,28.916667,0,3859,"pollen","European Pollen Database","Atanassova, J. 1995. Dinoflagelate cysts of Late Quaternary and recent sediments from the western Black sea. Annual of Sofia University, Faculty of Biology 87(2):17-28.;
Atanassova, J. 1995. Palynological data of three deep water cores from the western part of the Black sea. Pages 68-83 in E. Bozilova and S. Tonkov, editors. Advances in Holocene palaeoecology in Bulgaria. Sofia.","Marine core from southwest slope B.Sea.","10.21233/n3sv49"
2961,"Aborregöl",57.20045,16.15584,78,3860,"pollen","European Pollen Database","Svensson, N.O. 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden. Notes: Lundqua Thesis 25","Small lake with marginal fen. Physiography: in hummocky morraine with exposed bedroc. Surrounding vegetation: mainly spruce with pine.","10.21233/4rth-fn38"
2962,"Achit-Nur",49.48079,90.49975,1435,3861,"pollen","European Pollen Database","Tarasov, P.E., S.P. Harrison, L. Saarse, M.Y. Pushenko, A.A. Andreev, Z.V. Aleshinskaya, N.N. Davydova, N.I. Dorofeyuk, Y.V. Efremov, V.I. Khomutova, D.V. Sevastyanov, J. Tamosaitis, O.N. Uspenskaya, O.F. Yakushko, and I.V. Tarasova. 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA. Notes: https://books.google.no/books?id=SXeZJsjZ4dwC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=melekhovo&f=false;
Tarasov, P.E., T. Webb III, A.A. Andreev, N.B. Afanas'eva, N.A. Berezina, L.G. Bezusko, T.A. Blyakharchuk, N.S. Bolikhovskaya, R. Cheddadi, M.M. Chernavskaya, G.M. Chernova, N.I. Dorofeyuk, V.G. Dirksen, G.A. Elina, L.V. Filimonova, F.Z. Glebov, J. Guiot, V.S. Gunova, S.P. Harrison, D. Jolly, V.I. Khomutova, E.V. Kvavadze, I.M. Osipova, N.K. Panova, I.C. Prentice, L. Saarse, D.V. Sevastyanov, V.S. Volkova, and V.P. Zernitskaya. 1998. Present-day and mid-Holocene biomes reconstructed from pollen and plant macrofossil data from the former Soviet Union and Mongolia. Journal of Biogeography 25:1029-1053. [DOI: 10.1046/j.1365-2699.1998.00236.x]",,"10.21233/n3jb8g"
2963,"Akgöl Adatepe",41.03612,30.56203,8,3862,"pollen","European Pollen Database","Bottema, S., H. Woldring, and B. Aytuğ. 1994. Late Quaternary vegetation history of northern Turkey. Palaeohistoria 36:13-72.",,"10.21233/ssn0-y574"
2964,"Aegelsee",46.645833,7.543333,989,40627,"pollen","European Pollen Database","Lotter, A.F., and J. Fischer. 1991. Lotter, A.F., and J. Fischer. 1991. Vegetation und Flora im Gebiet des Aegelsees (Berner Oberland) im Wandel der Zeit: Vergangenheit, Gegenwart und Zukunft. Mitteilungen der Naturforschenden Gesellschaft Bern N.F., 47:77-103..;
Lotter, A.F., U. Eicher, H.J.B. Birks, and U. Siegenthaler. 1992. Lotter, A.F., U. Eicher, H.J.B. Birks, and U. Siegenthaler. 1992. Late-glacial climatic oscillations as recorded in Swiss lake sediments. Journal of Quaternary Science, 7:187-204..;
Wegmüller, S., and A.F. Lotter. 1990. Wegmüller, S., and A.F. Lotter. 1990. Palynostratigraphische Untersuchungen zur spät- und postglazialen Vegetationsgeschichte der nordwestlichen Kalkvoralpen. Botanica Helvetica 100:37-73..","Raised bog with small lake.","10.21233/s1va-qn28"
2964,"Aegelsee",46.645833,7.543333,989,3863,"pollen","European Pollen Database","Lotter, A.F., and J. Fischer. 1991. Lotter, A.F., and J. Fischer. 1991. Vegetation und Flora im Gebiet des Aegelsees (Berner Oberland) im Wandel der Zeit: Vergangenheit, Gegenwart und Zukunft. Mitteilungen der Naturforschenden Gesellschaft Bern N.F., 47:77-103..;
Lotter, A.F., U. Eicher, H.J.B. Birks, and U. Siegenthaler. 1992. Lotter, A.F., U. Eicher, H.J.B. Birks, and U. Siegenthaler. 1992. Late-glacial climatic oscillations as recorded in Swiss lake sediments. Journal of Quaternary Science, 7:187-204..;
Wegmüller, S., and A.F. Lotter. 1990. Wegmüller, S., and A.F. Lotter. 1990. Palynostratigraphische Untersuchungen zur spät- und postglazialen Vegetationsgeschichte der nordwestlichen Kalkvoralpen. Botanica Helvetica 100:37-73..","Raised bog with small lake.","10.21233/7h8c-aw91"
2965,"Abernethy Forest",57.235278,-3.710556,221,3865,"pollen","European Pollen Database","Birks, H.H., and R.W. Mathewes. 1978. Studies in the vegetation history of Scotland. V. Late Devensian and early Flandrian pollen and macrofossil stratigraphy at Abernethy forest, Inverness-shire. New Phytologist 80(2):455-484. https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1978.tb01579.x. [DOI: 10.1111/j.1469-8137.1978.tb01579.x]","Peat hollow in a small clearing of pine. Physiography: shallow valley in hummocky morraine. Surrounding vegetation: mire surrounded by Pinus woods + Betula.","10.21233/a0q7-m868"
2965,"Abernethy Forest",57.235278,-3.710556,221,3864,"pollen","European Pollen Database","Birks, H.H. 1970. Studies in the vegetational history of Scotland I. Pollen diagram from Abernethy Forest, Inverness-shire. Journal of Ecology 58:827-846. https://www.jstor.org/stable/2258536. [DOI: 10.2307/2258536];
Birks, H.H., and R.W. Mathewes. 1978. Studies in the vegetation history of Scotland. V. Late Devensian and early Flandrian pollen and macrofossil stratigraphy at Abernethy forest, Inverness-shire. New Phytologist 80(2):455-484. https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1978.tb01579.x. [DOI: 10.1111/j.1469-8137.1978.tb01579.x]","Peat hollow in a small clearing of pine. Physiography: shallow valley in hummocky morraine. Surrounding vegetation: mire surrounded by Pinus woods + Betula.","10.21233/9x6q-n808"
2966,"Aholammi",61.8947,25.216919999999998,114,3866,"pollen","European Pollen Database","Koivula, L. 1987. Keski-Suomen viljelyhistoriaa : siitepölytutkimus viidestä Keski-Suomen kunnasta. Master's thesis. University of Jyväskylä, Jyväskylä, Finland.","Lake with mesic forest. Physiography: hilly morainic country. Surrounding vegetation: mesic spruce forest.","10.21233/tcav-fn36"
2967,"Aiguillettes des Ouches",45.9233333333333,6.80944444444445,2210,3867,"pollen","European Pollen Database","de Beaulieu, J.L., J. Kostenzer, and K. Reich. 1992. Dynamique forestère dans la haute vallée de l’Arve (Haute Savoie) et migrations de Anies et Picea dans les Alpes occidentales. Dissertationes Botanicae 196:387-398.","little lake. Physiography: larg cirquein mountain. Surrounding vegetation: herb.","10.21233/sy5f-m090"
2968,"Algendar",39.940556,3.958611,21,3868,"pollen","European Pollen Database","Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1995. Dinamica del paisaje vegetal en la vertiente Mediterranea de la peninsula Iberica e islas Baleares desde el tardig glaciar hasta el presente. Pages 319-328 in T. Aleixandre and A. Perez, editors. Reconstituction de la ambient es y cambios climaticos durante el Cuaternarion, Centro de Ciencias Medio edition. Madrid, Spain.;
Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research 48:339-347.","South coast of Minorca Island. Physiography: littoral core. Surrounding vegetation: Quercus ilex.","10.21233/caff-6e80"
2969,"Plan du Laus",44.2416666666667,6.70222222222222,2121,3869,"pollen","European Pollen Database","de Beaulieu, J.L. 1977. Contribution pollenanalytique à l'histoire tardiglaciaire et Holocène de la végétation des Alpes méridionales françaices. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Meandring stream in a flat meadow. Physiography: glacial depression. Surrounding vegetation: larch on rocky slopes.","10.21233/m1s8-qh32"
2970,"Alsa",43.117778,-4.016667,560,3870,"pollen","European Pollen Database","Mariscal, B. 1993. Variacion de la vegetacion Holocena (4300-280 BP) de Cantabria a traves del analisis polinico de la turbera del Alsa. Estudios Geologicos 49:63-83.","Peat bog. Physiography: the peat is situated on Trias. Surrounding vegetation: Ericaceae-Coniferous forest.","10.21233/xnjz-z143"
2971,"Hières sur Amby",45.7908333333333,5.28333333333333,227,3871,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","lake. Physiography: depression in Würmian moraine. Surounding vegetation: cultivated field with reforested Populus zones.","10.21233/8qp8-pf86"
2971,"Hières sur Amby",45.7908333333333,5.28333333333333,227,25285,"pollen","European Pollen Database","Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France.","lake. Physiography: depression in Würmian moraine. Surounding vegetation: cultivated field with reforested Populus zones.","10.21233/dz7x-af16"
2972,"Ampoix",45.633333,2.933333,1015,3872,"pollen","European Pollen Database","de Beaulieu, J.L., and C. Goeury. 1987. Zonation automatique appliquée à l'analyse pollinique: exemple de la narse d'Ampoix (Puy de Dome, France). Bulletin de l'Association Française pour l'Etude du Quaternaire 1:49-61.;
Juvigné, E., and M. Gewelt. 1987. La narse d'Ampoix comme Téphrostratotype dans la chaine des Puys Méridionale (France). Bulletin de l'Association Française pour l'Etude du Quaternaire 1:37-49.","Mire. Physiography: Explosion crater (maar). Surrounding vegetation: Meadows.","10.21233/tk7w-th94"
2973,"Amsoldingersee",46.725,7.575,641,3873,"pollen","European Pollen Database","Lotter, A. 1985. Amsoldingersee-Late glacial and Holocene environments of a lake at the southern edge of the Swiss plateau. Dissertationes Botanicae 87:185-208.","Lake surrounded by fields and meadows. Surrounding vegetation: agricultural landscape.","10.21233/h4en-1975"
2973,"Amsoldingersee",46.725,7.575,641,3875,"pollen","European Pollen Database","","Lake surrounded by fields and meadows. Surrounding vegetation: agricultural landscape.","10.21233/34k1-e825"
2973,"Amsoldingersee",46.725,7.575,641,3874,"pollen","European Pollen Database","Lotter, A. 1985. Amsoldingersee-Late glacial and Holocene environments of a lake at the southern edge of the Swiss plateau. Dissertationes Botanicae 87:185-208.","Lake surrounded by fields and meadows. Surrounding vegetation: agricultural landscape.","10.21233/xwk9-q426"
2974,"Amtkel 1",43.283333,41.291667,1860,3876,"pollen","European Pollen Database","Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.;
Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: page 56. Abstract International Conference. The problems of the Holocene.;
Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, 12p..","Bottom of the trough valley on Amtkel mn. Physiography: toe of slope foot of morainic ridge. Surrounding vegetation: subalpine foot of morainic ridge.","10.21233/c5as-w284"
2975,"Amtkel 2",43.291667,41.284167,1850,3877,"pollen","European Pollen Database","Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.;
Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: page 56. Abstract International Conference. The problems of the Holocene.;
Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, 12p..","Bottom of old trough. Physiography: depression between morenic ridges. Surrounding vegetation: subalpine beech elfin woodland.","10.21233/aenf-xz98"
2976,"Amtkel 3",43.266667,41.291667,1860,3878,"pollen","European Pollen Database","Kvavadze, E.V., and L.P. Rukhadze. 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: 136p. Printed by order of the Scientific and Publishing Council of the Georgian SSR Academy of Sciences. Text in Russian.;
Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Notes: page 56. Abstract International Conference. The problems of the Holocene.;
Kvavadze, E.V., L.P. Rukhadze, P.R. Tretyak, and L.V. Petrenko. 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, 12p..","Slope of the old glacial trough. Physiography: depression between the morains. Surrounding vegetation: subalpine beech elfin woodland.","10.21233/y4e7-me97"
2977,"Allt na Feithe Sheilich",57.31333,-3.90841,595,3879,"pollen","European Pollen Database","Birks, H.H. 1975. Studies in the vegetational history of Scotland. IV. Pine stumps in Scottish blanket peats. Philosophical Transactions of the Royal Society of London B: Biological Sciences 270:181-226. https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1975.0007. [DOI: 10.1098/rstb.1975.0007]","Eroding blanket bog. Physiography: watershed plateau. Surrounding vegetation: calluneto-Eriophoretum (McKean, 1962).","10.21233/ff82-3p60"
2978,"Antas",37.208333,-1.823611,0,3880,"pollen","European Pollen Database","Pantaléon-Cano, J., E.I. Yll, R.P. Pérez-Obiol, and J.M. Roure. 2003. Palynological evidence for vegetational history in semi-arid areas of the western Mediterranean (Almeria, Spain). The Holocene 13(1):109-119.;
Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1995. Dinamica del paisaje vegetal en la vertiente Mediterranea de la peninsula Iberica e islas Baleares desde el tardig glaciar hasta el presente. Pages 319-328 in T. Aleixandre and A. Perez, editors. Reconstituction de la ambient es y cambios climaticos durante el Cuaternarion, Centro de Ciencias Medio edition. Madrid, Spain.;
Yll, E.I., R.P. Pérez-Obiol, J. Pantaléon-Cano, and J.M. Roure. 1997. Palynological evidence for climatic change and human activity during the Holocene on Minorca (Balearic Islands). Quaternary Research 48:339-347.","Sea shore. Physiography: Flat. Surrounding vegetion: cultivated fields and urban area.","10.21233/ph64-4t11"
2979,"Åntu Sinijarv",59.0608,26.24178,95,3882,"pollen","European Pollen Database","Saarse, L., and A. Liiva. 1995. Geology of the Äntu group of lake. Proceedings Acad. Sci. Estonia, Geology 44:119–132.","Lake, spring-fed, closed, thin fen margi. Physiography: Near esker ridge on Pandivere uplands. Surrounding vegetation: Pine and  Corylus, Betula and Alnus rare,.","10.21233/wq2x-c027"
